	KW	VD	PR1	PR2	PR3	PR4	PR5	PR6	Tier	Avg_tier_height	Vys_1	Vys_2	Vys_3	Vys_4	Vys_5	Vys_6	DM1	DM2	DM3	DM4	DM5	DM6	Age_class	Age_group	Bon	Vyd_reserve	Full
305	6	56	5Е	1С	2Б	2Ос			1	27	27	27	26	28			26	28	24	32			6	4	2	111	0.7
306	6	57	5Б	2Ос	1Е	2С			1	23	22	25	23	24			20	26	22	24			8	4	3	62	0.7
307	6	58	4Ос	2Б	2Е	2С			1	27	28	25	25	27			30	24	26	30			9	5	1	29	0.6
308	6	59	6Ос	2Б	2Е				1	2	2.0	2.0	3						2				1	1	2	2	0.7
309	6	60	4Е	1С	4Ос	1Б			1	30	30	29	30	28			32	30	32	26			7	4	1	43	0.7
310	6	61	6Ос	2Б	1Е				1	29	30	27	27				32	26	28				9	5	1	178	0.7
311	6	62	5Е	2Е	2Б	1Ос			1	22	19	24	25	28			18	24	24	40			4	2	2	53	0.5
312	6	63	6С	1Е	2Б	1Ос			1	25	26	22	23	28			32	22	24	36			8	5	3	55	0.6
313	6	64	4Е	2Е	2Б	2Ос			1	26	28	23	25	28			30	22	24	36			7	4	2	45	0.6
314	6	65	7С	2Е	1Б				1	24	25	22	22				30	22	20				7	4	3	25	0.6
315	6	66	4Е	2Е	2Б	2Ос			1	26	25	27	25	28			24	28	24	36			5	3	2	25	0.5
316	6	67	5Е	3Б	2Ос				1	12	10	14	14				10	10	10				2	1	2	11	0.8
317	6	68	4Е	2Е	2Б	2Ос			1	26	25	27	25	28			24	28	24	36			5	3	2	43	0.5
318	6	69	4С	2Е	2Б	2Ос			1	24	25	22	23	26			32	24	24	32			7	4	3	39	0.5
319	6	70	8Е	1Б	1Олс				1	8	8	7	8				8	6	6				2	1	4	36	0.5
320	6	71	7С	1Е	2Б				1	27	28	24	24				32	24	22				7	4	2	33	0.7
321	6	72	5С	3Е	1Б	1Ос			1	27	28	26	24	29			32	26	24	20			7	4	2	54	0.6
322	6	73	7С	1Е	1Б	1Ос			1	28	28	26	26	29			32	24	24	32			7	4	2	31	0.7
323	6	74	8Е	2Б					1	17	17	17					16	16					3	2	2	11	0.8
324	6	75	6Е	2Б	2Ос				1	8	8	9	9				8	6	6				2	1	3	22	0.6
325	6	76	5Е	3Ос	2Б				1	2	2.0	1.0	1.0										1	1	3	4	0.6
326	6	77	5Ос	4Б	1Е				1	4	5	4	3				4	2	4				1	1	2	25	0.8
327	6	78	4С	3Е	2Б	1Ос			1	26	27	25	25	28			30	26	24	32			6	4	2	27	0.5
328	6	79	6С	2Е	2Б				1	23	24	22	23				24	20	18				4	2	1	19	0.8
329	6	80	7Е	2Б	1Ос				1	11	10	12	12				10	8	8				2	1	2	11	0.7
330	6	81	6Е	2Б	2Ос				1	21	21	21	23				20	18	24				4	2	2	46	0.7
331	6	82	5Ос	2Б	3Е				1	27	28	26	25				30	24	24				8	5	1	77	0.6
332	6	83	4Е	2Е	2Б	2Ос			1	26	25	27	25	28			24	28	22	32			5	3	2	53	0.7
333	6	84	6Ос	2Б	2Е				1	27	29	25	25				30	24	24				9	5	1	99	0.8
334	6	85	3Е	2С	3Ос	2Б			1	25	23	25	27	23			22	26	28	20			4	2	2	57	0.8
335	6	86	4С	2Е	2Б	2Ос			1	25	25	23	24	26			26	20	20	26			4	2	1	84	0.8
336	6	87	4Е	2С	2Б	2Ос			1	25	23	25	24	28			24	26	22	30			4	2	2	129	0.6
337	6	88	4Е	1С	1Б				1	27	27	26	25				28	28	24				5	3	1	118	0.7
338	6	89	4Ос	2Б	3Е	1С			1	27	28	25	26	27			32	24	26	28			9	5	1	50	0.7
339	6	90	6Е	2Б	2Ос				1	27	27	25	29				28	24	32				5	3	1	57	0.6
340	6	91	5Е	2Б	3Ос				1	25	24	24	28				24	22	30				4	2	1	112	0.5
341	6	92	5С	2Е	3Б				1	24	25	20	25				26	18	24				4	2	1	53	0.8
342	6	93	5С	1Е	2Б	2Ос			1	25	25	23	23	27			24	20	20	28			4	2	1	94	0.8
343	6	94	8С	2Б					1	26	26	25					24	22					4	2	1А	66	0.8
344	6	95	5Ос	2Б	2С	1Е			1	27	28	25	27	26			36	22	28	26			8	5	1	27	0.7
345	6	96	6Ос	2Б	1С	1Е			1	27	28	25	25	24			32	22	26	24			8	5	1	53	0.7
346	6	97	6Е	2Б	2Ос				1	20	20	19	20				18	16	20				3	2	1	31	0.8
347	6	98	4Е	2С	2Б	2Ос			1	24	23	25	23	26			22	24	20	26			4	2	1	57	0.6
348	6	99	4С	2Е	2Б	2Ос			1	24	24	22	23	26			24	20	20	26			4	2	1	63	0.8
349	6	100	4Ос	3Б	1С	2Е			1	27	28	26	26	25			30	24	26	24			8	5	1	40	0.7
350	6	101	9Б	1С					1	15	15	19					12	24					7	3	4	6	0.7
351	6	102	4Ос	3Б	1С	2Е			1	25	25	25	25	23			28	18	26	24			7	4	1	45	0.7
352	6	103	4С	1Е	4Ос	1Б			1	26	25	23	27	25			24	20	28	20			4	2	1	64	0.7
353	6	104	5Б	5Олс					1	6	6	6					4	4					2	1	3		0.4
354	6	105	5Е	3С	2Б				1	25	24	26	24				22	26	20				4	2	1	73	0.8
355	6	106	5С	3Е	2Б				1	25	25	24	25				24	22	20				4	2	1	31	0.9
356	6	107	4Е	2С	2Б	2Ос			1	25	25	25	23	27			24	26	20	28			4	2	1	40	0.7
357	6	108	6С	1Е	1Б	2Ос			1	25	25	21	20	27			26	20	18	28			4	2	1	13	0.6
358	6	109	6С	2Б	2Ос				1	25	25	25	26				24	22	28				4	2	1	97	0.8
359	6	110	4Е	1С	1Б	4Ос			1	27	27	26	25	28			28	28	24	36			5	3	1	74	0.7
360	6	111	7Е	2Ос	1Б				1	27	27	29	25				28	36	24				5	3	1	42	0.8
361	6	112	4Е	1С	2Б	3Ос			1	26	25	25	25	28			26	26	22	36			4	2	1	18	0.6
362	6	113	6С	1Е	3Б				1	25	25	23	24				26	20	22				4	2	1	7	0.8
363	6	114	6Б	2Ос	1С	1Е			1	25	24	28	26	24			20	32	28	22			7	3	2	31	0.7
364	6	115	8С	2Б					1	27	27	26					26	22					4	2	1А	64	0.9
365	6	116	10С						1	27	27						30						4	2	1	20	0.6
366	6	117	6Ос	2Б	1С	1Е			1	27	28	25	26	25			30	24	26	24			7	4	1	236	0.8
367	6	118	4Е	1С	2Б				1	21	22	22	21				20	22	18				3	2	1	48	0.7
368	6	119	6С	2Б	2Ос				1	25	25	25	27				26	22	28				4	2	1	35	0.8
369	6	120	5Б	2Ос	1С	2Е			1	23	23	26	24	20			20	28	24	20			6	2	2	43	0.6
370	6	121	9С	1Б					1	25	25	24					26	22					4	2	1	21	0.8
371	6	122	3Е	2С	3Б	2Ос			1	24	24	25	23	26			22	26	20	26			4	2	1	22	0.6
372	6	123																									
373	6	124																									
374	6	125																									
375	7	1	5Е	3Ос	2Б				1	22	22	24	21				20	24	16				3	2	1	65	0.8
376	7	2	4Б	3Ос	2Е	1С			1	24	24	25	22	24			18	24	20	24			7	3	2	78	0.8
377	7	3	7Е	2Б	1Ос				1	15	15	16	17				14	14	14				2	1	1	21	0.9
378	7	4	4Е	3Е	3Б				1	26	28	23	25				36	22	24				8	5	2	73	0.5
379	7	5	5Е	2Б	1Ос	2Олч			1	25	25	25	28	24			26	26	32	22			5	3	2	24	0.5
380	7	6	3С	3Е	3Б	1Ос			1	23	25	21	23	25			28	18	20	28			4	2	1	22	0.8
381	7	7	3Б	3Ос	3Е	1С			1	25	24	27	24	25			18	28	20	24			7	3	2	27	0.8
382	7	8	5Б	2Ос	2Е				1	27	27	29	26				28	32	28				11	5	2	47	0.6
383	7	24	5Б	2Ос	3Е				1	24	24	25	22				24	28	20				7	3	2	51	0.7
384	7	25	4Ос	2Б	2Олч				1	24	25	24	22				28	20	20				8	5	2	46	0.6
385	7	26	7Ос	2Б	1Е				1	28	29	26	26				30	22	24				8	5	1	35	0.7
386	7	27	5Б	1Ос	3Е	1С			1	24	24	25	23	25			18	28	20	24			7	3	2	17	0.7
387	7	28	4Б	3Ос	3Олс				1	1	1.0	1.0	1.0										1	1	3		0.4
388	7	29	4Е	2Е	2Б	2Ос			1	23	21	25	23	25			20	26	18	28			4	2	2	49	0.7
389	7	30	7Е	3Б					1	24	24	23					24	20					5	3	2	11	0.3
390	7	31	5Е	2С	3Б				1	27	27	28	26				28	32	26				7	4	2	89	0.6
391	7	32	4Е	1С	4Б	1Ос			1	22	20	25	23	25			18	26	18	28			4	2	2	57	0.7
392	7	33	4Е	2Е	4Б				1	23	19	25	25				18	28	24				3	2	2	21	0.8
393	7	9	7Е	2Б	1Ос				1	18	18	19	20				16	16	20				3	2	1	11	0.9
394	7	10	5Е	3Б	2Ос				1	18	17	19	20				16	16	20				3	2	2	69	0.8
395	7	11	5Б	2Ос	1Олч	2Е			1	19	19	21	18	18			16	20	14	18			5	2	2	81	0.8
396	7	12	9Е	1Б					1	18	18	19					16	14					3	2	1	28	0.9
397	7	13	8Е	2Б					1	13	13	14					12	10					3	2	2	12	0.8
398	7	14	8Е	2Б					1	17	17	17					16	14					3	2	1	26	0.7
399	7	15	4Б	3Ос	3Е				1	20	19	22	18				16	22	18				5	2	2	33	0.7
400	7	16	9Е	1Б					1	20	20	20					18	16					3	2	1	16	0.9
401	7	17	6Е	2Б	1Ос	1Олч			1	22	22	21	23	21			20	20	24	20			4	2	1	17	0.6
402	7	18	5Е	2Б	3Ос				1	21	20	19	23				18	16	20				3	2	1	66	0.9
403	7	19	8Е	1Б	1Ос				1	15	15	16	17				14	12	14				3	2	2	57	0.9
404	7	20	7Е	1Б	2Ос				1	20	19	20	23				18	16	24				3	2	1	61	0.9
405	7	21	4Б	2Ос	4Е				1	19	19	23	18				16	24	16				5	2	2	24	0.8
406	7	22	7Е	2Б	1Ос				1	17	17	18	19				16	14	20				3	2	2	20	0.9
407	7	23	7Б	1Ос	2Е				1	14	14	15	13				10	12	12				3	2	2	46	0.8
408	7	34	5Е	2Б	1Ос	2Олч			1	25	25	25	28	24			26	24	32	22			5	3	2	19	0.5
409	7	35	5Е	3Б	2Олс				1	7	8	6	6				8	4	4				2	1	3	8	0.6
410	7	36	6Б	2Ос	2Е				1	3	3	3	3				2	2	2				1	1	3	2	0.6
411	7	37	6Б	2Ос	2Е				1	6	6	6	4				4	4	4				1	1	1	6	0.7
412	7	38	6Б	2Ос	2Е				1	26	26	28	24				26	32	24				11	5	2	20	0.3
413	7	39	5Е	3Б	1Ос	1Олч			1	18	18	17	19	17			18	14	20	16			3	2	2	34	0.5
414	7	40	3Е	2Е	1С	1Б	3Ос		1	28	28	27	28	26	29		30	24	32	24	36		7	4	2	176	0.6
415	7	41	7Е	2Б	1Ос				1	15	15	16	17				14	16	14				2	1	1	35	0.7
416	7	42	5Ос	3Б	2Е				1	17	18	16	16				18	14	16				4	2	1	28	0.8
417	7	43	6Б	1Олч	3Е				1	24	24	24	24				24	24	24				9	4	2	25	0.6
418	7	44																							3		
419	7	45	4Е	2Е	1С	1Б	2Ос		1	26	26	22	27	26	29		28	24	32	24	32		7	4	3	57	0.6
420	7	46	4Е	2Е	1С	1Б	2Ос		1	26	26	22	27	26	29		28	22	32	24	32		7	4	3	76	0.6
421	7	47	9Е	1Б					1	18	18	19					16	14					3	2	2	25	0.9
422	7	48	4Б	2Ос	4Е				1	20	20	23	19				16	24	18				6	2	2	15	0.7
423	7	49	2Е	2Е	3С	2Б	1Ос		1	26	28	23	27	25	28		30	22	30	24	32		7	4	2	60	0.6
424	7	50	6Е	2Б	2Ос				1	4	5	3	3				6	2	2				1	1	3	11	0.6
425	7	51	7Б	3Е					1	25	25	26					26	26					12	5	3	17	0.5
426	7	52	5Е	2Е	2Б	1Ос			1	22	20	24	24	27			18	26	22	30			4	2	2	31	0.7
427	7	53	5Е	3Б	2Ос				1	18	17	18	18				16	14	16				3	2	2	107	0.7
428	7	54	7Е	2Б	1Ос				1	14	14	15	16				12	10	12				2	1	1	51	0.8
429	7	55	5Е	3Б	2Ос				1	15	14	16	17				12	10	14				2	1	1	25	0.7
430	7	56	4Е	2Е	3Б	1Ос			1	22	19	24	23	27			22	26	20	28			4	2	2	39	0.5
431	7	57	7Б	1Олч	2Е				1	24	24	23	23				24	24	22				9	4	2	9	0.3
432	7	58	5Б	2Ос	3Е				1	28	28	29	27				26	32	28				10	5	1	74	0.5
433	7	59	8Б	2Ос					1	22	21	27					18	32					8	4	3	13	0.7
434	7	60	6Б	3Ос	1Е				1	2	2.0	2.0	2.0										1	1	2	1	0.6
435	7	61	4Е	4Б	2Ос				1	5	6	5	5				8	4	4				1	1	2	5	1.0
436	7	62	6Б	2Олс	2Е				1	22	23	18	23				24	16	24				8	4	2	29	0.5
437	7	63	4Е	4Б	2Ос				1	5	6	5	5				8	4	4				1	1	2	10	1.0
438	7	64																									
439	7	65																									
440	7	66																									
441	7	67																									
442	8	1	6Е	2Б	2Ос				1	19	18	19	22				16	14	24				3	2	1	16	0.8
443	8	2	6Е	3Б	1Ос				1	18	18	18	19				16	14	20				3	2	1	50	0.9
444	8	3	4Б	4Ос	2Е				1	20	19	22	18				16	20	16				5	2	2	80	0.7
445	8	4	5Е	3Б	2Олч				1	14	13	15	16				12	12	14				2	1	2	3	0.4
446	8	5	4Е	2Е	2Б	2Ос			1	25	24	26	25	26			22	28	20	26			4	2	1	60	0.7
447	8	6	5Е	1С	2Б	2Ос			1	18	17	20	19	20			16	20	16	20			3	2	2	56	0.8
448	8	7	6Ос	2Б	2Е				1	27	29	26	23				32	24	22				9	5	1	57	0.6
449	8	8	8Ос	2Б					1	25	26	23					26	18					6	4	1	27	0.8
450	8	9	5Б	2Ос	3Е				1	22	22	24	19				18	24	18				6	2	2	116	0.8
451	8	10	5Е	5Ос					1	20	16	24					14	28					3	2	3	12	0.3
452	8	11	6Ос	3Б	1Е				1	26	27	24	23				28	20	24				7	4	1	16	0.7
453	8	12	9Е	1Б					1	17	17	18					16	14					3	2	2	42	1.0
454	8	13	4Е	1С	4Б	1Ос			1	21	19	24	22	24			18	28	18	24			3	2	2	12	0.8
455	8	14	3Е	2Е	2С	3Б			1	26	27	23	27	25			28	22	30	24			7	4	2	28	0.7
456	8	15	7С	2Е	1Б				1	24	25	21	21				26	20	18				5	3	2	44	0.7
457	8	16	4Е	2Е	1С	2Б	1Ос		1	27	28	24	29	26	28		32	24	32	24	36		7	4	2	104	0.7
458	8	17	5Ос	2Б	3Е				1	30	33	26	27				40	24	28				10	5	1А	129	0.6
459	8	18	5Б	3Ос	2Е				1	22	22	24	21				18	24	20				6	2	2	177	0.8
460	8	19	5Е	2Б	3Ос				1	23	22	22	24				18	16	24				3	2	1	90	0.8
461	8	20	8Е	2Б					1	3	3	2.0					4	2					1	1	2	1	0.4
462	8	21	5Ос	3Б	2Е				1	24	26	22	22				26	18	22				6	4	1	181	0.8
463	8	22	6Е	2Б	2Ос				1	22	21	21	24				18	16	24				3	2	1	75	0.8
464	8	23	8Е	1Б	1Ос				1	13	13	13	13				12	10	10				2	1	1	47	0.7
465	8	24	6Б	3Е	1С				1	23	23	22	24				18	18	24				6	2	1	100	0.8
466	8	25	4Б	2Ос	4Е				1	19	19	20	18				14	22	16				5	2	2	42	0.9
467	8	26																							2		
468	8	27	6Ос	2Б	2Е				1	25	27	23	23				28	20	24				7	4	1	31	0.6
469	8	28	7Б	3Е					1	17	18	15					14	14					5	2	2	17	0.8
470	8	29	6Б	2Ос	2Е				1	19	19	22	18				16	22	16				5	2	2	21	0.7
471	8	30	4Б	2Ос	1Олч	3Е			1	22	21	25	23	21			18	28	20	20			6	2	2	58	0.7
472	8	31	4Е	2Е	3Б	1Ос			1	24	21	26	25	28			20	28	22	30			4	2	2	16	0.4
473	8	32	6Ос	3Б	1Е				1	28	29	26	25				28	22	22				7	4	1А	72	0.9
474	8	33	4С	2Е	2Б	2Ос			1	24	25	23	23	25			26	22	18	28			5	3	2	67	0.7
475	8	34	4Ос	3Б	2Е	1С			1	26	28	24	24	25			30	20	24	26			7	4	1	192	0.8
476	8	35	4С	3Е	2Б	1Ос			1	25	26	24	25	27			26	22	20	28			4	2	1	40	0.7
477	8	36	4Б	3Ос	3Е				1	25	24	26	24				20	26	24				7	3	2	34	0.7
478	8	37	4Е	1С	4Б	1Ос			1	26	25	26	26	28			24	24	22	30			4	2	1	117	0.8
479	8	38	4Ос	3Б	2Е	1С			1	27	29	26	25	26			32	22	24	28			8	5	1	94	0.6
480	8	39	3Е	2Е	3Б	2Ос			1	27	25	28	26	29			24	30	24	32			5	3	2	81	0.7
481	8	40	4Б	3Ос	2Е	1С			1	24	23	26	24	25			20	28	24	26			6	2	2	145	0.8
482	8	41	5Б	1Ос	3Е	1С			1	25	26	28	23	25			22	32	22	24			7	3	1	148	0.8
483	8	42	5С	1Е	2Б	2Ос			1	26	25	23	26	28			24	22	22	32			4	2	1	66	0.8
484	8	43	6Е	1С	2Б	1Ос			1	20	19	21	19	22			18	22	16	22			3	2	2	122	0.9
485	8	44	5Е	3Ос	2Б				1	27	27	29	25				28	32	22				5	3	1	53	0.5
486	8	45	7Б	1С	2Е				1	22	22	24	23				18	24	20				6	2	2	56	0.7
487	8	46	8С	1Е	1Б				1	21	21	19	19				24	18	18				4	2	2	72	0.8
488	8	47	4Е	1С	5Б				1	21	20	22	21				18	22	18				3	2	1	21	0.8
489	8	48	3С	3Е	4Б				1	21	23	20	21				22	18	18				4	2	1	39	0.9
490	8	49																							2		
491	8	50																									
492	8	51																									
493	8	52																									
494	9	1	5Ос	2Б	3Е				1	27	29	25	25				30	24	26				8	5	1	10	0.5
495	9	2	4Б	2Ос	4Е				1	22	22	24	21				18	24	18				6	2	2	96	0.8
496	9	3	5Е	2С	3Б				1	21	21	22	20				18	22	16				3	2	1	45	0.9
497	9	4	5Е	2Б	3Ос				1	28	28	26	29				28	24	32				5	3	1	25	0.5
498	9	5	3Е	2Е	3Б	2Ос			1	25	23	26	25	28			22	26	22	32			4	2	2	49	0.6
499	9	6	8Е	1Б	1Ос				1	15	15	15	15				14	10	12				2	1	1	32	0.8
500	9	7	3Е	2Е	3Ос	2Б			1	27	26	28	28	26			24	32	20	22			5	3	1	108	0.6
501	9	8	7Е	2Б	1Ос				1	26	26	26	29				24	24	32				5	3	1	276	0.9
502	9	9	4Е	2Е	2Б	2Ос			1	28	27	29	26	29			28	32	24	32			5	3	1	39	0.5
503	9	10	8Е	1Б	1Ос				1	27	27	26	28				26	22	30				5	3	1	102	0.8
504	9	11	5Е	3Б	2Ос				1	23	23	23	25				22	20	24				4	2	2	38	0.8
505	9	12	8С	1Е	1Б				1	17	17	15	15				22	16	14				6	3	5	29	0.4
506	9	13	5Ос	3Б	2Е				1	28	30	25	25				36	24	24				11	5	1	22	0.4
507	9	14	9Ос	1Б					1	26	26	22					26	18					6	4	1	29	0.8
508	9	15	5Б	2Ос	3Е				1	19	19	20	18				16	18	16				6	2	2	62	0.9
509	9	16	7Б	2Е	1С				1	12	12	11	11				18	8	12				4	2	4	2	0.4
510	9	17	4С	4Е	2Б				1	13	14	12	12				14	12	10				5	2	5	11	0.5
511	9	18	6Е	4Б					1	14	14	13					12	8					3	2	3	26	0.8
512	9	19	8Е	1Б	1Ос				1	24	24	23	25				22	20	28				4	2	1	93	0.9
513	9	20	6Ос	2Б	2Е				1	28	29	26	25				32	24	26				9	5	1	33	0.6
514	9	21	4Ос	2Б	4Е				1	21	24	21	19				24	18	18				6	4	1	26	0.8
515	9	22	6Е	3Б	1Ос				1	20	19	20	21				18	16	22				3	2	2	157	0.9
516	9	23	6Ос	2Б	2Е				1	27	28	25	24				32	22	24				8	5	1	17	0.7
517	9	24	5Е	4Б	1Ос				1	15	15	15	15				14	10	12				2	1	1	23	0.8
518	9	25	4Ос	2Б	1С	3Е			1	28	31	25	29	26			36	22	32	26			11	5	1	231	0.6
519	9	26	6Е	3Б	1Ос				1	25	25	23	26				24	20	28				5	3	2	43	0.6
520	9	27	4Ос	2Б	1С				1	28	31	25	29				36	22	32				11	5	1	27	0.6
521	9	28	8Е	1Б	1Ос				1	15	15	15	15				14	10	12				2	1	1	47	0.8
522	9	29	4Е	2Е	2Б	2Ос			1	25	23	26	25	28			22	28	22	32			4	2	2	67	0.7
523	9	30	6Б	2Ос	2Е				1	22	22	24	22				18	24	18				6	2	2	15	0.8
524	9	31	6Ос	2Б	2Е				1	28	29	26	25				30	22	24				9	5	1	60	0.7
525	9	32	6Б	3Ос	1Е				1	21	20	22	20				16	20	18				6	2	2	24	0.7
526	9	33	5Е	2С	2Б	1Ос			1	20	20	21	19	20			18	22	16	20			4	2	2	32	0.9
527	9	34	8Е	1Б	1Ос				1	24	24	22	25				22	18	28				5	3	2	54	0.8
528	9	35	6Б	2Ос	2Е				1	19	19	20	18				16	18	16				6	2	2	27	0.9
529	9	36	5Е	3Ос	2Б				1	26	25	27	25				26	28	24				4	2	1	21	0.6
530	9	37	7Ос	2Б	1Е				1	28	29	25	24				36	24	24				10	5	1	74	0.7
531	9	38	8С	1Е	1Б				1	15	15	15	15				14	12	10				3	2	3	28	0.7
532	9	39	6Е	2С	2Б				1	16	16	17	15				14	18	10				3	2	3	31	0.7
533	9	40	5Е	3Ос	2Б				1	24	23	27	23				24	28	20				4	2	2	32	0.7
534	9	41	7Б	3Е					1	13	14	12					10	12					5	2	3	24	0.7
535	9	42	5Ос	3Б	1С	1Е			1	27	29	24	27	23			32	20	32	22			9	5	1	60	0.7
536	9	43	5Ос	3Б	1С	1Е			1	28	29	27	28	26			32	24	28	24			9	5	1	116	0.8
537	9	44	4Е	2С	2Б	2Ос			1	25	25	26	25	26			24	26	20	26			4	2	1	50	0.8
538	9	45	7Б	2Ос	1Е				1	21	20	23	20				16	22	18				6	2	2	73	0.8
539	9	46	4Е	2Е	1С	1Б	2Ос		1	25	23	26	27	25	29		22	28	30	22	32		4	2	2	92	0.8
540	9	47	6Б	2Ос	2Е				1	22	22	24	22				18	24	18				6	2	2	91	0.8
541	9	48	6Е	2Б	2Ос				1	21	21	20	23				20	16	24				4	2	2	12	0.6
542	9	49	7Б	2Ос	1Е				1	21	20	23	20				16	22	18				6	2	2	55	0.8
543	9	50	5Е	4Ос	1Б				1	25	22	28	24				22	32	22				4	2	2	79	0.5
544	9	51	5Ос	2Б	3Е				1	29	30	26	28				36	24	28				10	5	1	52	0.5
545	9	52	10Ос						1	30	30						30						9	5	1	84	0.9
546	9	53	5Ос	2Б	3Е				1	27	28	25	25				32	22	24				8	5	1	74	0.6
547	9	54	6Б	2Ос	2Е				1	19	18	21	18				14	12	16				5	2	2	39	0.8
548	9	55	4Ос	2Б	4Е				1	28	30	26	28				32	24	28				10	5	1	39	0.6
549	9	56	5Ос	2Б	3Е				1	27	28	25	25				32	22	24				8	5	1	34	0.6
550	9	57	5Е	3Б	1Ос	1Олс			1	20	19	20	24	18			20	18	20	16			3	2	2	24	0.4
551	9	58																									
552	9	59																									
553	10	1	5Ос	2Б	3Е				1	26	29	26	21				32	24	20				10	5	1	25	0.7
554	10	2	6Е	3Б	1Ос				1	22	21	22	24				20	18	24				3	2	1	111	0.8
555	10	3	6Ос	2Б	2С				1	28	29	26	28				32	24	30				9	5	1	312	0.7
556	10	4	5Е	4Ос	1Б				1	25	23	28	26				22	32	24				4	2	2	40	0.7
557	10	5	5Е	5Ос					1	26	23	29					22	32					4	2	2	60	0.6
558	10	6	10Е						1	19	19						18						4	2	2	66	0.9
559	10	7	5Е	2Б	3Ос				1	24	23	23	27				20	18	30				4	2	1	51	0.8
560	10	8	5Ос	2Б	3Е				1	26	29	26	22				32	24	20				9	5	1	51	0.7
561	10	9	3Е	2Е	2Б	3Ос			1	24	21	24	23	27			20	24	20	30			4	2	2	65	0.9
562	10	10	6Е	3Е	1Б				1	17	16	19	19				14	24	18				4	2	3	95	0.8
563	10	11	7Е	3Б					1	13	16	5					14	12					3	2	3	38	0.9
564	10	12	9Е	1Б					1	19	19	19					18	16					4	2	2	191	0.9
565	10	13	3Е	2Е	3Б	2Ос			1	23	21	24	23	26			20	24	20	28			4	2	2	145	0.9
566	10	14	8Ос	2Б					1	29	30	26					32	24					9	5	1	153	0.7
567	10	15	3Е	2С	5Б				1	18	18	18	18				16	18	14				4	2	3	45	0.7
568	10	16	4Е	3Е	3Б				1	23	21	25	24				22	28	24				6	4	3	40	0.7
569	10	17	5Ос	3Б	2Е				1	26	28	25	24				36	24	22				9	5	1	19	0.7
570	10	18	5Е	3Е	2Б				1	21	19	24	20				18	24	18				4	2	2	24	0.8
571	10	19	4Е	2Е	2Б	2Ос			1	26	25	28	25	29			26	32	24	32			6	4	2	184	0.6
572	10	20	10С						1	17	17						22						7	4	5	37	0.5
573	10	21	6Е	2С	2Б				1	18	18	19	18				16	22	14				4	2	3	68	0.7
574	10	22	5Е	3Ос	2Б				1	4	4	4	4				4	2	2				1	1	3	2	0.5
575	10	23	5Е	2Е	2Ос	1Б			1	26	25	28	28	25			26	32	32	24			5	3	2	30	0.6
576	10	24	6Ос	2Б	2Е				1	29	31	26	26				36	24	28				11	5	1	31	0.5
577	10	25	3Е	2Е	2С	2Б	1Ос		1	25	22	24	28	24	29		24	28	30	24	36		5	3	3	19	0.5
578	10	26	4Е	3Е	2Ос	1Б			1	27	26	28	28	26			26	32	30	24			5	3	2	22	0.6
579	10	27	8Ос	2Б					1	29	30	26					32	26					9	5	1	100	0.8
580	10	28	7Ос	3Е					1	30	31	26					40	24					11	5	1	19	0.5
581	10	29	5Е	3Е	2Б				1	21	19	24	20				18	28	18				4	2	2	49	0.8
582	10	30	5Е	3Е	1Б	1Ос			1	29	31	25	25	31			32	26	24	36			8	5	1	77	0.6
583	10	31	5Е	3Е	2Б				1	21	23	15	23				22	26	20				4	2	2	95	0.8
584	10	32	6Б	2Ос	2Е				1	20	20	22	19				16	20	18				5	2	2	38	0.8
585	10	33	4Е	3Е	1Б	2Ос			1	27	28	24	25	29			32	24	24	36			8	5	2	54	0.6
586	10	34	9Ос	1Е					1	28	28	25					30	24					7	4	1	54	0.9
587	10	35	6Е	2Е	1Б	1Ос			1	26	27	24	24	29			32	24	24	36			7	4	2	14	0.4
588	10	36	6Е	3Б	1Ос				1	13	13	14	14				12	8	10				2	1	1	15	0.7
589	10	37	6Е	2Б	2Ос				1	4	4	4	4				4	2	2				1	1	3	1	0.4
590	10	38	4Е	3Е	2Ос	1Б			1	27	29	24	29	25			36	24	36	24			8	5	2	32	0.4
591	10	39	5Ос	2Б	3Е				1	28	29	26	27				32	26	28				10	5	1	57	0.6
592	10	40	4Б	4Ос	2Е				1	27	25	29	25				22	32	26				9	4	2	69	0.6
593	10	41	5Е	3Б	2Ос				1	24	23	23	26				20	20	32				5	3	2	4	0.3
594	10	42	6Е	2Б	2Ос				1	27	27	26	29				28	26	32				5	3	1	16	0.5
595	10	43	4Е	2Е	2Б	2Ос			1	26	25	28	25	29			26	32	24	32			6	4	2	103	0.6
596	10	44	4Ос	2Б	4Е				1	27	30	25	25				36	24	24				11	5	1	26	0.6
597	10	45	10Ос						1	28	28						28						7	4	1	50	0.9
598	10	46	4Ос	2Б	2С	2Е			1	22	25	19	22	19			28	16	24	18			8	5	2	15	0.7
599	10	47	5С	1Е	3Б	1Ос			1	20	21	18	19	24			22	18	16	24			4	2	2	24	0.7
600	10	48	6Ос	3Б	1Е				1	27	28	25	24				28	22	20				7	4	1	942	0.9
601	10	49	5Е	2Е	2Б	1Ос			1	28	28	29	26	29			28	32	24	32			6	4	2	78	0.7
602	10	50	5Е	3Б	2Ос				1	13	12	13	13				10	8	10				2	1	1	51	0.7
603	10	51	Поль	сухо	Трав				ль:	окр	фо	чис	ов:				нд	тый	зл				адм	аки	ини		истра
604	10	52																									
605	10	53																									
